Input to Hidden:
-0.4409389, 0.7480404, -0.3271934, -0.8216721, -0.8044225, -0.5196949, -0.9126018, 0.505437, 0.8511669, 0.03954154, 0.08548366, 0.2362427, -0.250143, -0.7472496, -0.6441689, -0.963114, -0.6472245, -0.3856346, 0.874205, 0.5689678, -0.716056, -0.07779473, 0.6660116, -0.3583542, 0.9468257
0.09302142, 0.9374186, -0.2979884, -0.8242947, -0.7684865, -0.2522744, 0.690773, 0.581642, -0.2951339, 0.001528233, -0.3512816, 0.3611208, 0.525341, 0.9684524, -0.2093688, -0.7361838, 0.5366694, -0.6951659, 0.5796481, 0.5620922, 0.5332385, -0.4610699, -0.2150107, -0.8155296, -0.08792958
-1, -0.245757, -0.9250857, 0.9269314, -0.3747596, -0.6798458, 0.8177138, -1, -0.1604993, -0.2179383, 0.9263148, -0.5094586, -0.2604313, 0.3245866, -0.3600524, 0.27943, -0.1967989, 1, -0.8173801, -0.4874937, 0.8050348, -0.2601168, -0.1507325, 0.282499, 1
-0.8620844, 0.04214276, 0.9204095, 0.7260517, -0.4162502, 0.5442217, 1, 0.5723078, 0.7616886, -1, 0.9912193, -0.01318249, -0.7156947, 0.931769, 0.5033696, -0.8293461, 0.1654676, 0.680904, -0.992781, -0.3801231, -0.2618864, -0.372673, 0.6365343, 0.4597097, 0.2132495
-0.8180562, 0.6580782, -0.8036963, 1, 0.02642596, 0.08411767, 0.7873597, 0.1874722, 0.07322437, -0.09956369, 0.7866496, 1, 0.2576282, 0.8953789, 0.6810513, -0.5221863, -0.4010927, 1, -0.03794123, 0.2248043, 0.5895755, 0.6888106, -0.09918166, 1, 0.3748265
-1, -0.04710516, 1, -0.06178159, 0.3446346, -0.8951857, 0.4767781, -0.4257149, 0.2765267, -0.2832595, -0.5582573, -0.7317898, -0.07242246, -0.2126742, 0.3094512, 0.2854198, 0.8968191, -0.6076812, 0.1213213, 0.3838347, -0.9241962, 0.3253116, 0.710834, 0.3738431, 0.7555743
-0.902125, -0.921883, -0.4751971, 0.3045482, -0.4980194, -0.6251165, -0.556065, 0.3995491, 0.07156788, -0.7784027, -0.240618, -0.6452277, 0.282669, 0.4868355, 0.4705801, 0.6410711, -0.2140931, 0.2084484, 0.5787836, -0.8912032, -0.8746788, 0.401113, 0.5469319, 1, -0.2603481
-0.7853395, 0.211804, 0.5735707, 0.6190712, 0.01638058, -0.7629331, 1, 0.07632735, -0.8654868, -0.7763106, -0.339719, -0.3337048, -0.6609867, 0.0137774, 1, 0.8958457, 0.4175015, 0.6978931, -0.4664642, 0.3917748, -0.0588977, 1, -0.007509574, -0.1835926, 0.2326352
0.8514658, -0.471231, 0.05206509, -0.7241333, -0.985451, 0.142606, 0.4140997, -0.4845793, -0.8586521, 0.219631, 0.5849103, -0.7167383, -0.05873798, 0.7434517, 0.1733447, -0.6008081, -0.1345599, -0.377248, 0.3392809, -0.0857744, -0.9909121, -0.6005043, -0.3523785, 0.6281466, -0.3926094
-0.04225628, 0.5766181, -0.1225033, 0.5096631, -0.3879502, 0.7691177, -0.2000741, 0.2798721, 0.6618994, 0.5226606, 0.1893525, -0.7929638, -0.9221425, 0.1414914, 1, 0.2832438, 0.683427, -0.8610673, -0.005170166, -1, -0.1784954, 0.8374223, 0.5639237, 0.3155757, -0.1741638
0.5974768, -0.4244624, 1, 0.8204991, -0.4454649, -0.5578187, 0.6927392, 0.9751819, -0.2329445, -0.648997, -0.2955748, 0.8349612, 0.4643913, 0.6882476, -0.5725436, 0.3928738, 0.8996645, 0.004111677, 0.5450677, 0.7662126, 0.6382459, -0.0009943098, -0.7663142, -0.7816927, 0.469336
-0.3152679, -0.7754909, -0.296801, 0.1186537, -1, 0.3504466, 0.6813294, 0.4212439, 1, -0.2197274, -0.7764195, 0.07913627, 0.4699792, -0.5926079, 0.1414919, -0.1578577, 0.9533825, 0.4459496, -0.9645575, -0.6519299, -0.06218605, -0.7189348, -0.9473553, 0.1385998, 0.03672925
-0.5488344, -0.5639181, 0.2581041, 0.8806168, 0.1348382, 0.376234, 0.1873966, -0.5143296, -0.8423463, 0.5615758, -0.4089198, -1, -0.3372594, -0.5481302, -0.2197133, -0.9957388, 0.2334291, -0.2900003, -0.1329472, -0.001773685, -0.9479778, -0.5619346, -0.3998325, 0.8366523, 0.09306221
0.3431723, -0.6666496, -0.8545852, 0.9892175, -0.6780218, -0.9795088, -0.4234051, -0.259242, 0.9380235, 0.1429105, -0.3962125, 0.6449026, 0.9407328, -0.2550805, 0.825289, -0.6505396, -1, 0.4409644, -0.3540037, -0.3125475, -0.8417283, -0.2427629, -0.01478311, -0.4180834, -0.6542146
0.8482822, 0.7367018, -0.9967589, 0.07311617, 0.1192515, 0.9009832, 0.5304351, -0.07694727, 0.7410776, 1, -0.8996539, 0.828038, -1, 0.4719188, 0.4244845, 1, 0.5999526, -0.4355524, 0.3539119, -0.04223268, -1, 1, -0.05466397, -1, -0.3278623
-0.7277544, -0.1262634, 0.1030878, -1, -0.1112866, 0.02312625, -0.9207516, -0.06044684, 0.01916396, -0.6869467, -0.716885, 0.2290074, 0.787414, -0.3826475, -0.7554491, 0.8455596, -0.1045455, 0.9695943, -0.6108259, 0.2534996, 0.456318, 0.8136485, 0.6508932, -1, 0.9218004
Hidden to Hidden:
0.8392309, 0.8399652, 0.3598941, -0.07462211, 0.2351091, -0.2548051, -0.2778084, 0.447129, 1, -0.337818, 0.6707737, 0.5504906, -0.3919924, -0.04795007, 0.3445019, 0.4930835, -0.2952425
0.2486567, -0.3212095, -0.643335, 0.4305468, 0.8016968, -0.8362529, -0.643629, -0.4246194, 0.6901798, 0.9428787, 0.803286, -0.4675567, -0.7364937, -0.857771, 0.3795589, 0.893526, -0.07202546
-0.6613575, 0.6843677, 0.8746256, 1, 0.4938713, 0.7416107, -0.7210628, -0.8064438, -1, -0.6876473, -1, 0.1023391, 0.04019762, 0.4530274, 0.8655894, 0.0134963, 1
0.02636988, -0.5620683, 0.8084061, 0.8815115, -0.9313343, 0.9115525, 0.02773255, 0.09143852, -0.2498846, -0.5610402, -0.6366694, -0.4837543, -0.1184248, 0.8454425, 0.7656638, -0.3404098, -0.4922684
1, -0.3357906, -1, -0.7589086, 0.6538356, -0.003909811, -1, -0.6830271, -0.1564328, 0.7361946, -1, 1, 0.4993043, 0.8751253, 0.6607015, -0.9088161, -0.128642
0.8108815, 0.9508481, 0.1004011, 0.4967813, -1, 0.5895929, 0.4714212, 0.7005191, -0.7058483, -0.7285953, -0.591795, -0.5447608, 0.2334539, -0.2399368, -0.4478585, -0.003196403, -0.8521383
0.1322565, 0.7148219, 0.1556927, -0.4836144, -0.2466017, 0.7073407, 0.2077881, -0.9669233, 0.5652088, 0.1396375, -0.1222758, 0.5566815, -0.3590624, -0.761568, 0.3448711, -0.31112, -0.4288303
-0.8852654, 0.7859562, 0.858163, 0.7635229, 0.9764944, 0.6893014, 1, 0.1296482, 0.1311148, -0.7348932, -0.8275044, -1, 1, 0.07054375, -0.2382748, 0.4390652, 0.9712495
-0.2601261, -0.2640142, -1, 0.5909675, 0.7891039, -0.8157512, -0.00608255, 0.1529664, 0.9184697, -0.7008046, 0.1642051, 0.9129581, -0.3420221, 0.2957664, 0.008656412, 0.05854002, -0.06822337
0.7336323, -0.7317063, 0.7250122, -0.5758639, -0.688356, -0.125869, -0.2253586, -0.8798441, 0.7644641, -0.4012565, 0.9966286, -0.07893642, -1, 0.3182156, 0.5230928, 0.5054731, 0.920741
-0.1157893, 0.49259, -0.445089, -1, -0.3867908, 0.02224144, 0.2977621, 0.1943882, -0.4986709, 0.007095724, -0.8758005, 0.2342118, 0.6792811, 1, 0.6593556, -0.420817, -0.4795238
-0.05751342, 0.4164946, 1, -0.03574944, 1, -0.5671399, -0.09290102, 0.7553048, -0.634206, -1, 1, -0.6691059, -0.09712769, 0.2841548, 0.05202938, -0.6206736, -0.73489
-0.5586993, 0.3946426, -0.6798688, 1, -0.5478131, 0.7440715, 0.7443958, 1, 0.3013507, 0.1059417, 0.4737364, 0.2942476, 0.1592585, 0.7766113, 0.5479289, -0.006750308, -1
0.06900218, -0.3452177, -1, -0.01868927, 0.5288909, 0.01573493, 0.1174477, 0.9727479, -0.7277856, 0.4121864, 0.7754043, -0.1907999, 1, -0.4694541, -0.8888921, -0.9860933, -0.9195185
-0.4024916, -0.8778538, 0.6617509, 0.7552499, -0.4402809, -0.6260267, -0.4623363, -0.4601369, 0.1145694, -0.2145347, -0.2558196, 0.01913337, 1, 0.9172401, -0.9150122, 0.9300953, -0.277995
-0.3109548, 0.5004935, -0.8773383, -0.7363092, -0.3032517, 0.5953484, 0.03907494, 0.9806802, 0.595275, -0.4439694, -0.1765396, 0.8697149, -0.4791104, 0.6507103, -0.9832113, 0.348304, -0.3778496
Hidden to Output:
0.8518743, -0.8413333, -0.2342888, 1, -0.2924105, -0.485605, -0.3254224, -0.9086919, 0.2228326, -0.3114229, -0.8004463, 1, -0.3062202, 0.7161775, 0.1832947, 0.6746746, 0.4784848
0.946527, 0.8158793, 0.2956539, -0.6703963, 0.7565606, 0.3461868, -0.6244231, -0.6958239, -0.9655891, 0.7363797, 1, -0.1827935, -0.7804071, -1, 0.3868911, -0.5965703, 0.1739718
0.2338116, 1, -0.1151768, -0.9517663, 0.6509264, 0.4951677, -0.4093131, -0.4047543, -0.235456, 0.05874511, -0.5271036, -0.905924, -0.009064555, 0.8042322, 0.9753134, -0.8500482, 0.2005155
-0.1374061, 0.3802794, 1, -0.4019167, -1, 0.0122465, -0.6849298, 0.1415098, 0.2905012, 0.8411988, 0.9109727, 0.3605554, -0.7862283, 0.2882756, 1, -0.4962885, -0.9583167
